"ASX code","Company name","GICs industry group","Listing date","Market Cap"
"OAU","ORA GOLD LIMITED","Materials","22/03/2001",7873850
"OBL","OMNI BRIDGEWAY LIMITED","Financial Services","28/01/2000",713360916
"OBM","ORA BANDA MINING LTD","Materials","29/10/2002",203179465
"OCA","OCEANIA HEALTHCARE LIMITED","Health Care Equipment & Services","05/05/2017",501666349
"OCC","ORTHOCELL LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","12/08/2014",67576302
"OCL","OBJECTIVE CORPORATION LIMITED","Software & Services","17/08/2000",1264352320
"OCN","OCEANA LITHIUM LIMITED","Materials","01/07/2022",21450000
"OCT","OCTAVA MINERALS LIMITED","Materials","16/09/2022",4845297
"OD6","OD6 METALS LIMITED","Materials","22/06/2022",22539164
"ODA","ORCODA LIMITED","Software & Services","15/09/1986",40953482
"ODE","ODESSA MINERALS LIMITED","Materials","03/07/1986",14605956
"ODM","ODIN METALS LIMITED","Materials","05/08/2010",11985954
"ODY","ODYSSEY GOLD LTD","Materials","30/11/2005",19138445
"OEC","ORBITAL CORPORATION LIMITED","Capital Goods","24/01/1989",16999119
"OEL","OTTO ENERGY LIMITED","Energy","22/12/2004",71925147
"OEQ","ORION EQUITIES LIMITED","Financial Services","19/11/1970",1330184
"OFX","OFX GROUP LIMITED","Financial Services","11/10/2013",468588721
"OIL","OPTISCAN IMAGING LIMITED","Health Care Equipment & Services","08/08/1997",51357059
"OILN","OPTISCAN IMAGING LIMITED","Health Care Equipment & Services","08/08/1997",51357059
"OJC","THE ORIGINAL JUICE CO. LTD","Food, Beverage & Tobacco","29/06/2012",19078082
"OKJ","OAKAJEE CORPORATION LIMITED","Materials","11/06/2008",1463136
"OKR","OKAPI RESOURCES LIMITED","Materials","28/09/2017",21284892
"OLH","OLDFIELDS HOLDINGS LIMITED","Capital Goods","15/06/1960",12984137
"OLI","OLIVER'S REAL FOOD LIMITED","Consumer Services","21/06/2017",8814638
"OLL","OPENLEARNING LIMITED","Software & Services","12/12/2019",6428858
"OLY","OLYMPIO METALS LIMITED","Commercial & Professional Services","12/09/2017",11429322
"OM1","OMNIA METALS GROUP LTD","Materials","02/03/2022",11782234
"OMA","OMEGA OIL & GAS LIMITED","Energy","25/10/2022",33523440
"OMH","OM HOLDINGS LIMITED","Materials","12/03/1998",369311669
"OML","OOH!MEDIA LIMITED","Media & Entertainment","17/12/2014",614210666
"OMX","ORANGE MINERALS NL","Materials","08/12/2021",3561280
"ONE","ONEVIEW HEALTHCARE PLC","Health Care Equipment & Services","17/03/2016",154705479
"OOK","OOKAMI LIMITED","Materials","21/02/2000","SUSPENDED"
"OPA","OPTIMA TECHNOLOGY GROUP LTD","Software & Services","27/01/2011",3518788
"OPH","OPHIR HIGH CONVICTION FUND","Not Applic","19/12/2018",542933555
"OPL","OPYL LIMITED","Software & Services","07/03/1996",1681366
"OPN","OPENN NEGOTIATION LIMITED","Commercial & Professional Services","21/07/2021",2552410
"OPT","OPTHEA LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","18/04/1991",252266094
"OPY","OPENPAY GROUP LTD","Financial Services","16/12/2019","SUSPENDED"
"ORA","ORORA LIMITED","Materials","18/12/2013",2713579246
"ORG","ORIGIN ENERGY LIMITED","Utilities","13/07/1961",14522762867
"ORI","ORICA LIMITED","Materials","28/11/1961",6793938320
"ORM","ORION METALS LIMITED","Materials","03/01/2007","SUSPENDED"
"ORN","ORION MINERALS LTD","Materials","31/10/2003",95999826
"ORR","ORECORP LIMITED","Materials","04/08/2011",155609048
"OSL","ONCOSIL MEDICAL LTD","Pharmaceuticals, Biotechnology & Life Sciences","15/08/2005",23741814
"OSM","OSMOND RESOURCES LIMITED","Materials","22/04/2022",10669557
"OSX","OSTEOPORE LIMITED","Health Care Equipment & Services","23/09/2019",15143993
"OVN","OVENTUS MEDICAL LIMITED","Health Care Equipment & Services","19/07/2016","SUSPENDED"
"OXT","OREXPLORE TECHNOLOGIES LIMITED","Class Pend","21/01/2022",5286874
"OZM","OZAURUM RESOURCES LIMITED","Materials","08/02/2021",4445000
"OZZ","OZZ RESOURCES LIMITED","Materials","05/07/2021",10178313
"PAA","PHARMAUST LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","05/10/2001",23975771
"PAB","PATRYS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","13/07/2007",22629952
"PAC","PACIFIC CURRENT GROUP LIMITED","Financial Services","25/09/1987",374425309
"PAI","PLATINUM ASIA INVESTMENTS LIMITED","Not Applic","21/09/2015",307123526
"PAM","PAN ASIA METALS LIMITED","Materials","08/10/2020",34158587
"PAN","PANORAMIC RESOURCES LIMITED","Materials","14/09/2001",203040486
"PAR","PARADIGM BIOPHARMACEUTICALS LIMITED..","Pharmaceuticals, Biotechnology & Life Sciences","19/08/2015",262346978
"PAT","PATRIOT LITHIUM LIMITED","Materials","09/12/2022",21272125
"PBH","POINTSBET HOLDINGS LIMITED","Consumer Services","12/06/2019",500536688
"PBL","PARABELLUM RESOURCES LIMITED","Materials","29/11/2021","SUSPENDED"
"PBP","PROBIOTEC LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","14/11/2006",217133494
"PCG","PENGANA CAPITAL GROUP LIMITED","Financial Services","28/02/2001",130585557
"PCI","PERPETUAL CREDIT INCOME TRUST","Not Applic","14/05/2019",384929167
"PCK","PAINCHEK LTD","Health Care Equipment & Services","01/05/2012",35045718
"PCL","PANCONTINENTAL ENERGY NL","Energy","11/09/1986",80542228
"PDI","PREDICTIVE DISCOVERY LIMITED","Materials","01/12/2010",351431495
"PDN","PALADIN ENERGY LTD","Energy","29/03/1994",2056301048
"PE1","PENGANA PRIVATE EQUITY TRUST","Not Applic","30/04/2019",435364320
"PEB","PACIFIC EDGE LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","27/09/2021",61587757
"PEC","PERPETUAL RESOURCES LIMITED","Materials","28/02/2013",6545808
"PEK","PEAK RARE EARTHS LIMITED","Materials","29/11/2006",118897860
"PEN","PENINSULA ENERGY LIMITED","Energy","26/05/1994",213698501
"PET","PHOSLOCK ENVIRONMENTAL TECHNOLOGIES LIMITED","Commercial & Professional Services","16/08/2002",8117077
"PEX","PEEL MINING LIMITED","Materials","17/05/2007",72595984
"PFE","PANTERA MINERALS LIMITED","Materials","05/08/2021",7379105
"PFG","PRIME FINANCIAL GROUP LIMITED","Financial Services","07/12/2004",41075438
"PFP","PROPEL FUNERAL PARTNERS LIMITED","Consumer Services","23/11/2017",495431958
"PFT","PURE FOODS TASMANIA LIMITED","Food, Beverage & Tobacco","19/12/2005",14266189
"PGC","PARAGON CARE LIMITED","Health Care Equipment & Services","15/10/1999",141759375
"PGD","PEREGRINE GOLD LTD","Materials","31/03/2021",15708731
"PGF","PM CAPITAL GLOBAL OPPORTUNITIES FUND LIMITED","Not Applic","12/12/2013",735323843
"PGG","PARTNERS GROUP GLOBAL INCOME FUND","Not Applic","26/09/2019",462220529
"PGH","PACT GROUP HOLDINGS LTD","Materials","17/12/2013",191080979
"PGL","PROSPA GROUP LIMITED.","Financial Services","11/06/2019",55547689
"PGM","PLATINA RESOURCES LIMITED","Materials","29/05/2006",14956328
"PGO","PACGOLD LIMITED","Materials","08/07/2021",24400456
"PGY","PILOT ENERGY LIMITED","Energy","20/04/2006",19518553
"PH2","PURE HYDROGEN CORPORATION LIMITED","Energy","12/03/2013",58601753
"PHL","PROPELL HOLDINGS LIMITED","Financial Services","14/04/2021",2647821
"PHO","PHOSCO LTD","Materials","17/12/2009",20306588
"PIA","PENGANA INTERNATIONAL EQUITIES LIMITED","Not Applic","19/03/2004",249137522
"PIC","PERPETUAL EQUITY INVESTMENT COMPANY LIMITED","Not Applic","18/12/2014",437038533
"PIL","PEPPERMINT INNOVATION LIMITED","Software & Services","29/05/2008",14264998
"PIM","PINNACLE MINERALS LIMITED","Materials","23/03/2022",3382894
"PIQ","PROTEOMICS INTERNATIONAL LABORATORIES LTD","Pharmaceuticals, Biotechnology & Life Sciences","16/04/2015",106461513
"PKD","PARKD LTD","Commercial & Professional Services","06/12/2017",2240003
"PKO","PEAKO LIMITED","Materials","02/12/2009",4236583
"PL3","PATAGONIA LITHIUM LTD","Materials","31/03/2023",9663225
"PL8","PLATO INCOME MAXIMISER LIMITED.","Not Applic","05/05/2017",789827913
"PLG","PEARL GULL IRON LIMITED","Materials","20/09/2021",5727170
"PLL","PIEDMONT LITHIUM INC.","Materials","28/03/1983",1640458233
"PLS","PILBARA MINERALS LIMITED","Materials","19/09/2007",14481245533
"PLT","PLENTI GROUP LIMITED","Financial Services","23/09/2020",59852221
"PLY","PLAYSIDE STUDIOS LIMITED","Media & Entertainment","17/12/2020",150518489
"PMC","PLATINUM CAPITAL LIMITED","Not Applic","29/06/1994",370879685
"PME","PRO MEDICUS LIMITED","Health Care Equipment & Services","10/10/2000",6836135281
"PMT","PATRIOT BATTERY METALS INC.","Materials","07/12/2022",743637071
"PMV","PREMIER INVESTMENTS LIMITED","Consumer Discretionary Distribution & Retail","15/12/1987",3141502127
"PNC","PIONEER CREDIT LIMITED","Financial Services","01/05/2014",35262389
"PNI","PINNACLE INVESTMENT MANAGEMENT GROUP LIMITED","Financial Services","19/06/2007",1899026779
"PNM","PACIFIC NICKEL MINES LIMITED","Materials","26/11/2002",28659120
"PNN","POWER MINERALS LIMITED","Materials","15/04/2005",27487028
"PNR","PANTORO LIMITED","Materials","21/05/1987",215046261
"PNRNC","PANTORO LIMITED","Materials","21/05/1987",215046261
"PNT","PANTHER METALS LTD","Materials","10/12/2021",6802000
"PNV","POLYNOVO LIMITED","Health Care Equipment & Services","26/11/1998",959423524
"PNX","PNX METALS LIMITED","Materials","12/02/2008",13451562
"PO3","PURIFLOH LIMITED","Utilities","30/12/2010","SUSPENDED"
"POD","PODIUM MINERALS LIMITED","Materials","28/02/2018",22224532
"POL","POLYMETALS RESOURCES LTD","Materials","29/06/2021",52577959
"POS","POSEIDON NICKEL LIMITED","Materials","29/11/1993",129353174
"POW","PROTEAN ENERGY LIMITED","Capital Goods","21/12/2006","SUSPENDED"
"PPC","PEET LIMITED","Real Estate Management & Development","05/08/2004",542042566
"PPE","PEOPLEIN LIMITED","Commercial & Professional Services","22/11/2017",217330163
"PPG","PRO-PAC PACKAGING LIMITED","Materials","27/04/2005",39062858
"PPK","PPK GROUP LIMITED","Materials","21/12/1994",135719725
"PPL","PUREPROFILE LTD","Media & Entertainment","29/07/2015",29466381
"PPM","PEPPER MONEY LIMITED","Financial Services","25/05/2021",593684501
"PPS","PRAEMIUM LIMITED","Software & Services","11/05/2006",325124842
"PPT","PERPETUAL LIMITED","Financial Services","24/06/1964",2829817439
"PPY","PAPYRUS AUSTRALIA LIMITED","Materials","15/04/2005",10276719
"PR1","PURE RESOURCES LIMITED","Materials","21/04/2022",10125003
"PRL","PROVINCE RESOURCES LTD","Materials","09/02/1994","SUSPENDED"
"PRM","PROMINENCE ENERGY LIMITED","Energy","23/01/1992",2182156
"PRN","PERENTI LIMITED","Materials","06/01/1994",784498154
"PRO","PROPHECY INTERNATIONAL HOLDINGS LIMITED","Software & Services","22/04/1998",39013795
"PRS","PROSPECH LIMITED.","Materials","04/12/2020",6766610
"PRT","PRT COMPANY LIMITED","Media & Entertainment","30/08/1984","SUSPENDED"
"PRU","PERSEUS MINING LIMITED","Materials","22/09/2004",2318737711
"PRX","PRODIGY GOLD NL","Materials","21/08/1986",10506647
"PSC","PROSPECT RESOURCES LIMITED","Materials","04/12/2009",64716325
"PSI","PSC INSURANCE GROUP LIMITED","Insurance","15/12/2015",1685941786
"PSL","PATERSON RESOURCES LTD","Materials","18/10/2006",10329652
"PSQ","PACIFIC SMILES GROUP LIMITED","Health Care Equipment & Services","21/11/2014",215435616
"PTL","PENTAL LIMITED","Household & Personal Products","29/08/2000",56251635
"PTM","PLATINUM ASSET MANAGEMENT LIMITED","Financial Services","23/05/2007",988553947
"PTR","PETRATHERM LTD","Materials","27/07/2004",17755340
"PTX","PRESCIENT THERAPEUTICS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","19/12/1986",64421583
"PUA","PEAK MINERALS LIMITED","Materials","17/07/2003",2082753
"PUR","PURSUIT MINERALS LTD","Materials","10/09/2008",35190739
"PV1","PROVARIS ENERGY LTD","Energy","21/03/2005",25266905
"PVE","PO VALLEY ENERGY LIMITED","Energy","14/12/2004",75267505
"PVL","POWERHOUSE VENTURES LIMITED","Financial Services","12/10/2016",6399388
"PVS","PIVOTAL SYSTEMS CORPORATION","Semiconductors & Semiconductor Equipment","02/07/2018",4276950
"PVT","PIVOTAL METALS LIMITED","Materials","26/07/2018",11863761
"PVW","PVW RESOURCES LIMITED","Materials","12/11/2009",6597061
"PWH","PWR HOLDINGS LIMITED","Automobiles & Components","18/11/2015",843194856
"PWN","PARKWAY CORPORATE LIMITED","Materials","13/05/2011",17814551
"PWR","PETER WARREN AUTOMOTIVE HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","27/04/2021",412609406
"PXA","PEXA GROUP LIMITED","Real Estate Management & Development","01/07/2021",2321194565
"PXS","PHARMAXIS LTD","Pharmaceuticals, Biotechnology & Life Sciences","10/11/2003",32381294
"PXX","POLARX LIMITED","Materials","21/12/2012",14893012
"PYC","PYC THERAPEUTICS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","30/03/2005",184491189
"PYR","PAYRIGHT LIMITED","Financial Services","23/12/2020",4404426
"QAL","QUALITAS LIMITED","Real Estate Management & Development","16/12/2021",748920614
"QAN","QANTAS AIRWAYS LIMITED","Transportation","31/07/1995",10450195361
"QBE","QBE INSURANCE GROUP LIMITED","Insurance","28/06/1973",22709537398
"QEM","QEM LIMITED","Materials","19/10/2018",27078342
"QFE","QUICKFEE LIMITED","Financial Services","11/07/2019",14852910
"QGL","QUANTUM GRAPHITE LIMITED","Materials","06/01/2014",178806100
"QHL","QUICKSTEP HOLDINGS LIMITED","Capital Goods","17/10/2005",17572922
"QIP","QANTM INTELLECTUAL PROPERTY LIMITED","Commercial & Professional Services","31/08/2016",117769406
"QML","QMINES LIMITED","Materials","06/05/2021",18744837
"QOR","QORIA LIMITED","Software & Services","29/08/2016",248613754
"QPM","QUEENSLAND PACIFIC METALS LIMITED","Materials","14/03/2008",174634792
"QRI","QUALITAS REAL ESTATE INCOME FUND","Financial Services","27/11/2018",551994968
"QUB","QUBE HOLDINGS LIMITED","Transportation","04/01/2007",4908819817
"QUE","QUESTE COMMUNICATIONS LIMITED","Financial Services","11/11/1998",649736
"QVE","QV EQUITIES LIMITED","Not Applic","22/08/2014",212862375
"QXR","QX RESOURCES LIMITED","Materials","17/02/2011",26905870
"R3D","R3D RESOURCES LIMITED","Media & Entertainment","17/12/2004",4924098
"R8R","REGENER8 RESOURCES NL","Materials","08/07/2022",8224175
"RAC","RACE ONCOLOGY LTD","Pharmaceuticals, Biotechnology & Life Sciences","13/07/2016",189159785
"RAD","RADIOPHARM THERANOSTICS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","25/11/2021",35627869
"RAG","RAGNAR METALS LIMITED","Materials","31/03/2005",10617177
"RAN","RANGE INTERNATIONAL LIMITED","Materials","22/07/2016","SUSPENDED"
"RAS","RAGUSA MINERALS LTD","Materials","13/07/2010",9411520
"RB6","RUBIX RESOURCES LIMITED","Materials","23/12/2021",8562750
"RBD","RESTAURANT BRANDS NEW ZEALAND LIMITED","Consumer Services","28/09/2017",782235939
"RBL","REDBUBBLE LIMITED","Consumer Discretionary Distribution & Retail","16/05/2016",87481870
"RBR","RBR GROUP LIMITED","Materials","02/02/2007",3236809
"RBX","RESOURCE BASE LIMITED.","Materials","12/07/2021",15296630
"RC1","REDCASTLE RESOURCES LIMITED","Materials","21/03/2003",3939410
"RCE","RECCE PHARMACEUTICALS LTD","Pharmaceuticals, Biotechnology & Life Sciences","15/01/2016",100713685
"RCL","READCLOUD LIMITED","Software & Services","07/02/2018",6822888
"RCR","RINCON RESOURCES LIMITED","Materials","21/12/2020",3183105
"RCT","REEF CASINO TRUST","Consumer Services","11/02/1994",151395149
"RCW","RIGHTCROWD LIMITED","Software & Services","18/09/2017",4737453
"RDG","RESOURCE DEVELOPMENT GROUP LIMITED","Capital Goods","19/05/2011",152911162
"RDM","RED METAL LIMITED","Materials","27/10/2003",14735505
"RDN","RAIDEN RESOURCES LIMITED","Materials","12/03/1987",14386883
"RDS","REDSTONE RESOURCES LIMITED","Materials","03/08/2006",5924649
"RDY","READYTECH HOLDINGS LIMITED","Software & Services","17/04/2019",350968083
"REA","REA GROUP LTD","Media & Entertainment","01/12/1999",17673320118
"REC","RECHARGE METALS LIMITED","Materials","11/10/2021",33185625
"RED","RED 5 LIMITED","Materials","16/10/1996",605409592
"REE","RAREX LIMITED","Materials","11/07/2007",24744692
"REG","REGIS HEALTHCARE LIMITED","Health Care Equipment & Services","07/10/2014",631907060
"REH","REECE LIMITED","Capital Goods","01/01/1974",11776291620
"REM","REMSENSE TECHNOLOGIES LIMITED","Capital Goods","02/11/2021",5813746
"REP","RAM ESSENTIAL SERVICES PROPERTY FUND","Equity Real Estate Investment Trusts (REITs)","20/10/2021",349126343
"REX","REGIONAL EXPRESS HOLDINGS LIMITED","Transportation","09/11/2005",120510501
"REY","REY RESOURCES LIMITED","Energy","05/06/2006",37073319
"REZ","RESOURCES & ENERGY GROUP LIMITED","Materials","11/03/2005",11495533
"RF1","REGAL INVESTMENT FUND","Not Applic","17/06/2019",554385960
"RFA","RARE FOODS AUSTRALIA LIMITED","Food, Beverage & Tobacco","14/11/2017",14969841
"RFF","RURAL FUNDS GROUP","Equity Real Estate Investment Trusts (REITs)","14/02/2014",648483300
"RFG","RETAIL FOOD GROUP LIMITED","Consumer Services","22/06/2006",114989989
"RFT","RECTIFIER TECHNOLOGIES LTD","Capital Goods","22/09/1994",73124132
"RFX","REDFLOW LIMITED","Capital Goods","14/12/2010",35954872
"RG8","REGAL ASIAN INVESTMENTS LIMITED","Not Applic","13/11/2019",404107551
"RGI","ROTO-GRO INTERNATIONAL LIMITED","Capital Goods","10/02/2017","SUSPENDED"
"RGL","RIVERSGOLD LIMITED","Materials","10/10/2017",12366399
"RGN","REGION GROUP","Equity Real Estate Investment Trusts (REITs)","26/11/2012",2573522540
"RGS","REGENEUS LTD","Pharmaceuticals, Biotechnology & Life Sciences","19/09/2013",2145058
"RHC","RAMSAY HEALTH CARE LIMITED","Health Care Equipment & Services","24/09/1997",12478406960
"RHI","RED HILL MINERALS LIMITED","Materials","14/02/2006",298715737
"RHT","RESONANCE HEALTH LIMITED","Health Care Equipment & Services","23/10/1987",20751732
"RHY","RHYTHM BIOSCIENCES LIMITED","Health Care Equipment & Services","07/12/2017",97807702
"RIC","RIDLEY CORPORATION LIMITED","Food, Beverage & Tobacco","13/08/1987",618222777
"RIE","RIEDEL RESOURCES LIMITED","Materials","31/01/2011",8697035
"RIM","RIMFIRE PACIFIC MINING LIMITED","Materials","04/03/1997",12031468
"RIO","RIO TINTO LIMITED","Materials","19/09/1962",41850916192
"RKN","RECKON LIMITED","Software & Services","19/07/1999",58346838
"RKT","ROCKETDNA LTD.","Technology Hardware & Equipment","18/06/2018",5872819
"RLC","REEDY LAGOON CORPORATION LIMITED","Materials","22/06/2007",2833598
"RLF","RLF AGTECH LTD","Materials","21/04/2022",24965993
"RLG","ROOLIFE GROUP LTD","Media & Entertainment","16/11/2016",4317349
"RLT","RENERGEN LIMITED","Energy","06/06/2019",233863808
"RMC","RESIMAC GROUP LTD","Financial Services","19/03/2001",361496534
"RMD","RESMED INC","Health Care Equipment & Services","25/11/1999",47265588598
"RMI","RESOURCE MINING CORPORATION LIMITED","Materials","14/02/1985",26285373
"RML","RESOLUTION MINERALS LTD","Materials","22/09/2017",5029167
"RMS","RAMELIUS RESOURCES LIMITED","Materials","31/03/2003",1269608942
"RMX","RED MOUNTAIN MINING LIMITED","Materials","01/09/2011",9087404
"RMY","RMA GLOBAL LIMITED","Media & Entertainment","05/07/2018",44635411
"RND","RAND MINING LIMITED","Materials","15/08/1985",67113634
"RNE","RENU ENERGY LIMITED","Utilities","12/09/2002",14536570
"RNO","RHINOMED LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","21/09/2007",20000379
"RNT","RENT.COM.AU LIMITED","Media & Entertainment","26/05/1994",10273084
"RNU","RENASCOR RESOURCES LIMITED","Materials","15/12/2010",444396312
"RNX","RENEGADE EXPLORATION LIMITED","Materials","14/11/2006",12325609
"ROC","ROCKETBOOTS LIMITED","Software & Services","07/12/2021",4518750
"ROG","RED SKY ENERGY LIMITED.","Energy","23/05/2007",18557795
"RON","RONIN RESOURCES LTD","Materials","16/12/2021",4901877
"ROO","ROOTS SUSTAINABLE AGRICULTURAL TECHNOLOGIES LTD","Capital Goods","07/12/2017",554889
"RPG","RAPTIS GROUP LIMITED","Real Estate Management & Development","17/07/1986",1269727
"RPL","REGAL PARTNERS LIMITED","Financial Services","21/06/2019",658318481
"RPM","RPM AUTOMOTIVE GROUP LIMITED","Automobiles & Components","10/11/1983",17149851
"RR1","REACH RESOURCES LIMITED","Materials","06/11/2002",35815658
"RRL","REGIS RESOURCES LIMITED","Materials","19/02/1987",1419448739
"RRR","REVOLVER RESOURCES HOLDINGS LTD","Materials","23/09/2021",26358669
"RSG","RESOLUTE MINING LIMITED","Materials","11/01/1979",851602628
"RSH","RESPIRI LIMITED","Health Care Equipment & Services","14/07/2000",31268195
"RTE","RETECH TECHNOLOGY CO. LIMITED","Consumer Services","22/06/2017","SUSPENDED"
"RTG","RTG MINING INC.","Materials","05/06/2014",46129680
"RTH","RAS TECHNOLOGY HOLDINGS LIMITED","Commercial & Professional Services","23/11/2021",21820121
"RTR","RUMBLE RESOURCES LIMITED","Materials","01/07/2011",119082379
"RUL","RPMGLOBAL HOLDINGS LIMITED","Software & Services","27/05/2008",333122322
"RVR","RED RIVER RESOURCES LIMITED","Materials","15/07/2005","SUSPENDED"
"RVS","REVASUM INC.","Semiconductors & Semiconductor Equipment","04/12/2018",14828332
"RVT","RICHMOND VANADIUM TECHNOLOGY LIMITED","Materials","13/12/2022",88733333
"RWC","RELIANCE WORLDWIDE CORPORATION LIMITED","Capital Goods","29/04/2016",3223586641
"RWD","REWARD MINERALS LTD","Materials","12/12/1991",10253391
"RWL","RUBICON WATER LIMITED","Technology Hardware & Equipment","02/09/2021",115163020
"RXH","REWARDLE HOLDINGS LIMITED","Media & Entertainment","07/10/2014",11052751
"RXL","ROX RESOURCES LIMITED","Materials","27/04/2004",75158677
"RXM","REX MINERALS LIMITED","Materials","20/09/2007",133377207
"RYD","RYDER CAPITAL LIMITED","Not Applic","28/09/2015",81005887
"RZI","RAIZ INVEST LIMITED","Financial Services","21/06/2018",29435322
"S2R","S2 RESOURCES LTD","Materials","19/10/2015",47160525
"S32","SOUTH32 LIMITED","Materials","18/05/2015",16871492695
"S3N","SENSORE LTD.","Class Pend","11/02/2022",17822068
"S66","STAR COMBO PHARMA LIMITED","Household & Personal Products","16/05/2018",14859128
"SAN","SAGALIO ENERGY LIMITED","Energy","15/12/2011",2660582
"SAU","SOUTHERN GOLD LIMITED","Materials","21/04/2005",5405135
"SB2","SALTER BROTHERS EMERGING COMPANIES LIMITED","Not Applic","16/06/2021",58713399
"SBM","ST BARBARA LIMITED","Materials","15/05/1969",383774573
"SBR","SABRE RESOURCES LIMITED","Materials","17/12/1987",8161613
"SBW","SHEKEL BRAINWEIGH LTD","Software & Services","20/11/2018",17101637
"SCG","SCENTRE GROUP","Equity Real Estate Investment Trusts (REITs)","25/06/2014",13027849631
"SCL","SCHROLE GROUP LTD","Software & Services","11/11/2013",9986924
"SCN","SCORPION MINERALS LIMITED","Materials","07/03/2007",28693614
"SCT","SCOUT SECURITY LIMITED","Consumer Services","25/08/2017",4382692
"SDF","STEADFAST GROUP LIMITED","Insurance","02/08/2013",6200214513
"SDG","SUNLAND GROUP LIMITED","Real Estate Management & Development","28/02/1995",180720560
"SDI","SDI LIMITED","Health Care Equipment & Services","07/11/1985",97469735
"SDR","SITEMINDER LIMITED","Software & Services","08/11/2021",734426503
"SDV","SCIDEV LTD","Materials","02/05/2002",57890074
"SE1","SENSERA LIMITED","Semiconductors & Semiconductor Equipment","23/12/2016","SUSPENDED"
"SEC","SPHERIA EMERGING COMPANIES LIMITED","Not Applic","05/12/2017",113083190
"SEG","SPORTS ENTERTAINMENT GROUP LIMITED","Media & Entertainment","28/11/2000",50916845
"SEK","SEEK LIMITED","Media & Entertainment","19/04/2005",7726415921
"SEN","SENETAS CORPORATION LIMITED","Technology Hardware & Equipment","21/06/1984",30353516
"SEQ","SEQUOIA FINANCIAL GROUP LTD","Financial Services","19/09/2000",73543222
"SER","STRATEGIC ENERGY RESOURCES LIMITED","Materials","15/08/1991","SUSPENDED"
"SES","SECOS GROUP LTD","Materials","21/11/1996",29080553
"SFC","SCHAFFER CORPORATION LIMITED","Automobiles & Components","01/01/1974",233604363
"SFG","SEAFARMS GROUP LIMITED","Food, Beverage & Tobacco","14/06/1990",19346397
"SFM","SANTA FE MINERALS LTD","Materials","07/10/2011",3204027
"SFR","SANDFIRE RESOURCES LIMITED","Materials","04/03/2004",2709369133
"SFX","SHEFFIELD RESOURCES LIMITED","Materials","15/12/2010",180610311
"SGA","SARYTOGAN GRAPHITE LIMITED","Materials","18/07/2022",39149332
"SGC","SACGASCO LIMITED","Energy","11/10/2005",4925791
"SGF","SG FLEET GROUP LIMITED","Commercial & Professional Services","04/03/2014",762626372
"SGI","STEALTH GLOBAL HOLDINGS LTD","Capital Goods","02/10/2018",11964000
"SGLLV","RICEGROWERS LIMITED","Food, Beverage & Tobacco","08/04/2019",421972818
"SGM","SIMS LIMITED","Materials","21/10/2005",2895790985
"SGP","STOCKLAND","Equity Real Estate Investment Trusts (REITs)","19/02/1987",9548686648
"SGQ","ST GEORGE MINING LIMITED","Materials","16/11/2010",32779911
"SGR","THE STAR ENTERTAINMENT GROUP LIMITED","Consumer Services","06/06/2011",1626774281
"SHA","SHAPE AUSTRALIA CORPORATION LIMITED","Capital Goods","17/12/2021",116467518
"SHE","STONEHORSE ENERGY LIMITED","Energy","24/07/2000",10951361
"SHG","SINGULAR HEALTH GROUP LTD","Health Care Equipment & Services","12/02/2021",4845865
"SHJ","SHINE JUSTICE LTD","Consumer Services","15/05/2013",125614814
"SHL","SONIC HEALTHCARE LIMITED","Health Care Equipment & Services","30/04/1987",16330910051
"SHM","SHRIRO HOLDINGS LIMITED","Consumer Durables & Apparel","23/06/2015",67490969
"SHN","SUNSHINE GOLD LIMITED","Materials","25/01/2002",13119029
"SHO","SPORTSHERO LIMITED","Media & Entertainment","12/06/2008",13800026
"SHP","SOUTH HARZ POTASH LTD","Materials","20/01/2017",17400360
"SHV","SELECT HARVESTS LIMITED","Food, Beverage & Tobacco","15/06/1978",509656975
"SI6","SI6 METALS LIMITED","Materials","18/01/2008",8972368
"SIG","SIGMA HEALTHCARE LIMITED","Health Care Equipment & Services","30/10/2002",879199425
"SIH","SIHAYO GOLD LIMITED","Materials","31/03/1988",12204256
"SIHN","SIHAYO GOLD LIMITED","Materials","31/03/1988",12204256
"SIO","SIMONDS GROUP LIMITED","Consumer Durables & Apparel","17/11/2014",53985968
"SIQ","SMARTGROUP CORPORATION LTD","Commercial & Professional Services","02/07/2014",1048600354
"SIS","SIMBLE SOLUTIONS LIMITED","Software & Services","22/02/2018",3316229
"SIT","SITE GROUP INTERNATIONAL LIMITED","Consumer Services","21/08/1987",10409961
"SIV","SIV CAPITAL LIMITED","Capital Goods","31/05/2005",8997039
"SIX","SPRINTEX LIMITED","Automobiles & Components","29/05/2008",8393693
"SKC","SKYCITY ENTERTAINMENT GROUP LIMITED","Consumer Services","29/03/1999",1550818626
